,NodeID,Repository,About_Topics,OwnerName,OwnerType,StarsNorm,ForkNorm,WatcherNorm
535,536,spinningup,An educational resource to help anyone learn deep reinforcement learning. || ,OpenAI,Organization,0.703359543811052,0.599798301668878,0.577173900266841
536,537,tianshou,"An elegant PyTorch deep reinforcement learning library. || pytorch,policy-gradient,dqn,double-dqn,a2c,ddpg,ppo,td3,sac,imitation-learning,mujoco,atari,bcq,library,rl,drl,benchmark,trpo,npg,cql",Tsinghua University,Organization,0.51090980334984,0.453721395018834,0.390702777075251
539,540,dlrm,An implementation of a deep learning recommendation model (DLRM) || ,Facebook,Organization,0.478436818424733,0.472737834533041,0.438283968203387
541,542,RocAlphaGo,"An independent, student-led replication of DeepMind's 2016 Nature publication, ""Mastering the game of Go with deep neural networks and tree search"" (Nature 529, 484-489, 28 Jan 2016), details of which can be found on their website https://deepmind.com/publications.html. || ",Univeristy of Rochester,Organization,0.855477925641439,0.756522442680906,0.995406007346
542,543,x-deeplearning,An industrial deep learning framework for high-dimension sparse data || ,Alibaba,Organization,0.555346806883006,0.530312257315967,0.615515095604291
546,547,nni,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural architecture search, model compression and hyper-parameter tuning. || automl,deep-learning,neural-architecture-search,hyperparameter-optimization,distributed,bayesian-optimization,automated-machine-learning,machine-learning,machine-learning-algorithms,data-science,tensorflow,pytorch,neural-network,deep-neural-network,model-compression,feature-engineering,automated-feature-engineering,nas,python,feature-extraction",Microsoft,Organization,0.881745941474427,0.589487832798955,0.660045501610449
548,549,raster-vision,"An open source framework for deep learning on satellite and aerial imagery. || deep-learning,computer-vision,remote-sensing,geospatial,object-detection,semantic-segmentation,classification,machine-learning,pytorch",Azavea,Organization,0.384048560024217,0.419402518397671,0.418845310729167
549,550,pytorch-seq2seq,"An open source framework for seq2seq models in PyTorch. || pytorch,seq2seq,deeplearning",IBM,Organization,0.383781609796658,0.428858931609928,0.380601207277307
550,551,ray,"An open source framework that provides a simple, universal API for building distributed applications. Ray is packaged with RLlib, a scalable reinforcement learning library, and Tune, a scalable hyperparameter tuning library. || ray,distributed,parallel,machine-learning,reinforcement-learning,deep-learning,python,rllib,hyperparameter-search,optimization,data-science,automl,hyperparameter-optimization,model-selection,java,serving,deployment",Ray Project,Organization,0.989798459671021,0.782264030337406,0.809169135363435
551,552,DeepPavlov,"An open source library for deep learning end-to-end dialog systems and chatbots. || bot,nlp,chatbot,dialogue-systems,question-answering,chitchat,slot-filling,intent-classification,entity-extraction,named-entity-recognition,tensorflow,deep-learning,deep-neural-networks,intent-detection,dialogue-agents,dialogue-manager,artificial-intelligence,ai,nlp-machine-learning,machine-learning","Neural Networks and Deep Learning lab, MIPT",Organization,0.651834891956867,0.525915658507344,0.581047606323186
552,553,featuretools,"An open source python library for automated feature engineering || feature-engineering,machine-learning,data-science,automated-machine-learning,automl,python,scikit-learn,automated-feature-engineering",Alteryx,Organization,0.674036768705369,0.489858225528526,0.506531161022138
554,555,allennlp,"An open-source NLP research library, built on PyTorch. || pytorch,nlp,natural-language-processing,deep-learning,data-science,python",Allen Institute for AI,Organization,0.893226191989612,0.699617219175164,0.678000300017616
555,556,datastream.io,"An open-source framework for real-time anomaly detection using Python, ElasticSearch and Kibana || anomaly,kibana,elasticsearch,data-stream,python,dashboard,jupyter,bokeh-dashboard,dataset,iot,anomaly-detection,anomalydiscovery,anomalydetection,alerts,dsio,timeseries,data-science,datascience,machinelearning,sklearn",Mentat Innovations,Organization,0.351922036311118,0.397474123686414,0.383119277777914
556,557,ai2thor,"An open-source platform for Visual AI. || artificial-intelligence,computer-vision,visual-ai,interaction,physics-engine",Allen Institute for AI,Organization,0.331209222166478,0.394321064798643,0.385642296688019
560,561,APKiD,"Android Application Identifier for Packers, Protectors, Obfuscators and Oddities - PEiD for Android || android,antivirus,machine-learning,malware-detection,malware-analysis,malware-research,yara,yara-forensics,packers,android-protection,android-protect-apps,rasp,appshielding",Red Naga,Organization,0.366290450912366,0.405227085848134,0.383119277777914
562,563,AndroidTensorFlowMachineLearningExample,"Android TensorFlow MachineLearning Example (Building TensorFlow for Android) || tensorflow,tensorflow-tutorials,tensorflow-android,machine-learning,machine-learning-android,tensorflow-models,tensorflow-examples,deep-learning,deep-neural-networks,deeplearning,deep-learning-tutorial",MindorksOpenSource,Organization,0.387724653874105,0.441584186986473,0.407273386849989
565,566,AoE,"AoE (AI on Edge，终端智能，边缘计算) 是一个终端侧AI集成运行时环境 (IRE)，帮助开发者提升效率。 || machine-learning,ai,aoe,android,ios,tensorflow,deep-learning,mnist,squeezenet,edge,mnn,ncnn,mace,demo,didi,ml,tools,benchmark,ire,device",DiDi,Organization,0.347457666695646,0.392118023258722,0.361883383941549
566,567,airflow,"Apache Airflow - A platform to programmatically author, schedule, and monitor workflows || airflow,apache,apache-airflow,python,scheduler,workflow",Apache,Organization,0.999492877790661,0.99932115261865,0.973079350876892
569,570,home,"ApacheCN  开源组织：公告、介绍、成员、活动、交流方式 || ml,dl,python,pytorch,solidity,spark",Apache China,Organization,0.377989287707388,0.402057930962637,0.421426790105255
570,571,ai-roadmap,ApacheCN AI 路线图（知识树） || ,Apache China,Organization,0.41767467970997,0.444492557470266,0.425305315959989
575,576,armnn,"Arm NN ML Software. The code here is a read-only mirror of https://review.mlplatform.org/admin/repos/ml/armnn || machine-learning,neural-network,neural-networks",ARM-Software,Organization,0.344300073504098,0.409038273049895,0.421426790105255
578,579,gdx-ai,"Artificial Intelligence framework for games based on libGDX or not. Features: Steering Behaviors, Formation Motion, Pathfinding, Behavior Trees and Finite State Machines || libgdx,pathfinding,steering-behaviors,formation-motion,behavior-trees,java,artificial-intelligence,framework,npc,state-machines,decision-making,gamedev,movement",libGDX,Organization,0.357841095884556,0.406972787898437,0.442191205770946
580,581,susi_slackbot,Ask Susi Messengers http://susi.ai || ,FOSSASIA,Organization,0.387122412393645,0.377107951220239,0.331427804145675
581,582,asksusi,AskSUSI.AI Bot http://asksusi.com || ,FOSSASIA,Organization,0.38665419005196,0.378507674306157,0.321901429964496
583,584,aiohttp,"Asynchronous HTTP client/server framework for asyncio and Python || aiohttp,asyncio,python,http,http-server,http-client,async",aio-libs,Organization,0.926405873929095,0.630906033108758,0.604112561621912
584,585,aiocache,"Asyncio cache manager for redis, memcached and memory || python-3,asyncio,redis,memcached,cache,cachemanager",aio-libs,Organization,0.332477654801367,0.385529881791698,0.327842194432807
588,589,autogluon,"AutoGluon: AutoML for Text, Image, and Tabular Data || automl,machine-learning,data-science,deep-learning,ensemble-learning,image-classification,computer-vision,natural-language-processing,structured-data,object-detection,gluon,mxnet,transfer-learning,pytorch,automated-machine-learning,scikit-learn,autogluon,tabular-data,neural-architecture-search,hyperparameter-optimization",Amazon,Organization,0.526367554664815,0.443037988595195,0.404712424810699
589,590,autokeras,"AutoML library for deep learning || automl,neural-architecture-search,automated-machine-learning,python,deep-learning,machine-learning,autodl,tensorflow,keras",Keras (MIT),Organization,0.808737186394378,0.581673814831166,0.689746592854643
591,592,AutoDL,"Automated Deep Learning without ANY human intervention. 1'st Solution for AutoDL challenge@NeurIPS.  || autodl,automl,nas,feature-engineering,model-selection,full-automl,artificial-intelligence,lightgbm,resnet,pytorch,tensorflow,python,autodl-challenge,ai,deeplearning,data-science,machine-learning,big-data,multi-label,automated-machine-learning",DeepWisdom,Organization,0.355495307437408,0.401741365628285,0.339854075878022
592,593,mljar-supervised,"Automated Machine Learning Pipeline with Feature Engineering and Hyper-Parameters Tuning :rocket: || automl,machine-learning,automatic-machine-learning,mljar,data-science,scikit-learn,hyperparameter-optimization,feature-engineering,xgboost,random-forest,neural-network,lightgbm,catboost,ensemble,tuning-algorithm,models-tuning,hyper-parameters,decision-tree,shap,automated-machine-learning",MLJAR,Organization,0.385317322976336,0.40047575089095,0.339854075878022
593,594,auto-sklearn,"Automated Machine Learning with scikit-learn || automl,scikit-learn,automated-machine-learning,hyperparameter-optimization,hyperparameter-tuning,hyperparameter-search,bayesian-optimization,metalearning,meta-learning,smac",Univesity of Freiburg,Organization,0.66695374754167,0.538443956566421,0.587486178095954
607,608,PaddleHub,"Awesome pre-trained models toolkit based on PaddlePaddle.(300+ models including Image, Text, Audio and Video with Easy Inference & Serving deployment) || deep-learning,pre-trained,model,awesome,nlp,paddlehub,vision,ai-models",PaddlePaddle,Organization,0.728000950754405,0.58071471129568,0.477564329024247
612,613,stock-analysis-engine,"Backtest 1000s of minute-by-minute trading algorithms for training AI with automated pricing data from: IEX, Tradier and FinViz. Datasets and trading performance automatically published to S3 for building AI training datasets for teaching DNNs how to trade. Runs on Kubernetes and docker-compose. >150 million trading history rows generated from +5000 algorithms. Heads up: Yahoo's Finance API was disabled on 2019-01-03 https://developer.yahoo.com/yql/ || algorithmic-trading,stocks,options,tensorflow,keras,kubernetes,iex,tradier,backtesting,docker,redis,minio,s3,deep-neural-networks,deep-learning,jupyter,deep-learning-tutorial,iexcloud,helm,helm-charts",AlgoTraders,Organization,0.340000092121424,0.40126663855376,0.388170163496338
617,618,bayeslite,"BayesDB on SQLite. A Bayesian database table for querying the probable implications of data as easily as SQL databases query the data itself. || probabilistic-programming,automatic-data-modeling,data-science,machine-learning,databases",Massachusetts Institute of Technology,Organization,0.354844665313039,0.383028661777705,0.38185961771887
619,620,Turing.jl,"Bayesian inference with probabilistic programming. || machine-learning,probabilistic-programming,julia-language,artificial-intelligence,bayesian-inference,hamiltonian-monte-carlo,turing,bayesian-statistics,mcmc,hmc,probabilistic-graphical-models,probabilistic-models,probabilistic-inference,bayesian-neural-networks",Turing.jl,Organization,0.379119012553541,0.398263445067991,0.375580310396562
621,622,BehaviorTree.CPP,"Behavior Trees Library in C++. Batteries included. || behaviortree,ai,robotics,games,coordination,ros,state-machine",BehaviorTree,Organization,0.356276634073137,0.4126987529801,0.369333789551984
623,624,ogb,"Benchmark datasets, data loaders, and evaluators for graph machine learning || graph-machine-learning,graph-neural-networks,deep-learning,datasets",Stanford University,Organization,0.360126883027683,0.404275676492246,0.353257120898295
624,625,DeepBench,Benchmarking Deep Learning operations on different hardware || ,Baidu,Organization,0.358167327238355,0.40967431827448,0.442191205770946
625,626,recommenders,"Best Practices on Recommendation Systems || machine-learning,recommender,ranking,deep-learning,python,jupyter-notebook,recommendation-algorithm,rating,operationalization,kubernetes,azure,microsoft,recommendation-system,recommendation-engine,recommendation,data-science,tutorial,artificial-intelligence",Microsoft,Organization,0.900286413827761,0.657277375522653,0.620551626406121
626,627,computervision-recipes,"Best Practices, code samples, and documentation for Computer Vision. || machine-learning,computer-vision,deep-learning,python,jupyter-notebook,operationalization,kubernetes,azure,microsoft,data-science,tutorial,artificial-intelligence,image-classification,image-processing,similarity,object-detection,convolutional-neural-networks",Microsoft,Organization,0.797792340163326,0.524286458496638,0.669669838354126
630,631,BigDL,"BigDL: Distributed Deep Learning Framework for Apache Spark || deep-learning,spark,neural-network,big-data,hadoop,python,scala,keras,ai",Intel,Organization,0.550026056926299,0.519233478424315,0.635535824732581
